GeneID,Chr,Start,End,Strand,Length,Eagle_002_lps,Eagle_004_lps,Eagle_006_lps,Eagle_007_lps,Eagle_008_lps,Eagle_012_lps,Eagle_013_lps,Eagle_014_lps,Eagle_015_lps,Eagle_020_lps,Eagle_021_lps,Eagle_022_lps
DNTTIP1,NW_010972709.1,467296,471640,-,4345,152,293,7,591,91,56,177,111,417,40,243,398
SPINT4,NW_010972709.1,487150,488175,+,1026,35,0,0,0,1,0,0,1,2,1,1,1
WFDC3,NW_010972709.1,489209,499381,-,10173,216,0,0,4,1,0,2,2,4,1,22,2
CTNNBL1,NW_010972709.1,523904,580227,+,56324,1372,2946,44,3416,506,399,1076,977,3416,327,1923,2674
VSTM2L,NW_010972709.1,600709,605779,+,5071,136,3,0,7,0,2,3,1,3,2,10,8
TTI1,NW_010972709.1,611011,626119,-,15109,413,469,8,683,92,62,167,187,553,47,261,488
RPRD1B,NW_010972709.1,626457,654676,+,28220,713,5175,72,5899,763,644,1916,1758,6110,463,3015,4632
TGM2,NW_010972709.1,664724,675196,-,10473,361,1290,36,1395,260,175,516,389,1097,121,913,1011
KIAA1755,NW_010972709.1,688819,699964,-,11146,285,156,4,161,33,49,73,62,197,28,228,170
BPI,NW_010972709.1,708211,717634,+,9424,270,378,8,401,38,93,89,22,61,14,345,216
CDK5RAP1,NW_010972709.1,718456,724843,+,6388,203,254,5,273,61,24,82,68,253,31,146,208
BPIFB4,NW_010972709.1,746835,756527,-,9693,230,3,0,7,1,0,0,1,8,0,16,8
LOC104833164,NW_010972709.1,756885,762202,-,5318,158,5,0,5,1,0,3,0,6,0,8,6
BPIFB6,NW_010972709.1,762803,775188,-,12386,320,0,0,6,1,1,1,1,3,0,15,2
BPIFB2,NW_010972709.1,778689,784722,+,6034,192,2,1,3,1,0,3,2,4,1,7,2
LOC104833167,NW_010972709.1,789233,799963,-,10731,251,3,1,7,0,2,2,4,10,2,15,9
MAPRE1,NW_010972709.1,840873,850911,-,10039,234,1608,36,2240,258,167,514,403,1117,176,1094,1207
DNMT3B,NW_010972709.1,854482,873074,-,18593,584,57,1,53,7,6,16,5,11,7,69,12
COMMD7,NW_010972709.1,882201,886511,+,4311,105,920,31,1229,119,65,307,241,707,75,478,840
NOL4L,NW_010972709.1,926113,969516,+,43404,1176,1043,30,1573,253,147,480,137,559,134,644,645
ASXL1,NW_010972709.1,976457,993866,-,17410,541,1912,46,2400,379,223,691,616,2027,207,1201,1835
KIF3B,NW_010972709.1,995111,1009920,-,14810,458,540,14,609,145,96,295,161,715,66,445,650
POFUT1,NW_010972709.1,1010235,1015344,-,5110,135,412,13,470,59,55,147,139,459,38,286,346
PLAGL2,NW_010972709.1,1015340,1022302,+,6963,180,305,3,407,52,61,160,87,421,38,326,297
TM9SF4,NW_010972709.1,1024760,1048569,-,23810,573,1457,28,1943,235,256,582,581,1808,149,1116,1535
HCK,NW_010972709.1,1049824,1058535,-,8712,270,264,17,162,25,21,46,12,53,11,245,116
CCM2L,NW_010972709.1,1062251,1066218,-,3968,86,0,0,2,1,0,0,0,2,1,7,1
XKR7,NW_010972709.1,1070107,1076979,-,6873,186,2,0,6,0,0,1,1,3,1,13,4
PDRG1,NW_010972709.1,1083264,1085465,+,2202,74,175,3,278,40,41,58,89,235,24,106,165
TTLL9,NW_010972709.1,1085600,1095315,-,9716,235,31,0,24,8,6,17,8,39,4,26,20
DUSP15,NW_010972709.1,1096523,1103023,+,6501,210,0,0,6,1,0,0,3,4,0,14,2
LOC104832969,NW_010972709.1,1107919,1110865,+,2947,90,175,10,270,76,51,77,101,324,31,195,283
FOXS1,NW_010972709.1,1112044,1113370,+,1327,16,13,0,12,5,1,2,2,12,0,8,8
MYLK2,NW_010972709.1,1118429,1125401,-,6973,208,2,0,8,1,0,1,3,7,1,15,6
TPX2,NW_010972709.1,1133315,1147760,-,14446,331,352,6,347,41,27,121,66,266,23,117,191
BCL2L1,NW_010972709.1,1148798,1167917,+,19120,964,6276,161,5093,1225,706,2737,1631,5337,587,3577,4018
LOC104833171,NW_010972709.1,1169317,1174399,-,5083,142,156,8,174,31,9,46,7,11,8,88,77
ID1,NW_010972709.1,1176995,1183004,-,6010,90,2,0,6,1,0,5,2,2,2,7,7
HM13,NW_010972709.1,1182837,1197090,-,14254,478,1387,32,1883,254,179,538,368,1155,148,868,1147
REM1,NW_010972709.1,1201620,1204082,-,2463,76,1,0,2,0,0,1,0,1,1,3,0
LOC104833173,NW_010972709.1,1205125,1211703,-,6579,149,20,0,15,1,2,12,0,9,0,17,3
LOC104833174,NW_010972709.1,1212801,1214573,+,1773,15,0,0,0,1,0,0,0,0,1,3,0
NRSN2,NW_010972709.1,1220747,1221417,+,671,14,0,0,1,1,0,0,0,0,0,2,0
TBC1D20,NW_010972709.1,1224392,1234673,-,10282,303,495,14,485,84,73,161,102,306,28,353,313
CSNK2A1,NW_010972709.1,1236955,1257544,-,20590,608,3321,63,3534,485,390,1039,912,3397,273,1877,2899
TCF15,NW_010972709.1,1267666,1270524,-,2859,81,9,0,8,2,4,4,14,35,2,30,18
SRXN1,NW_010972709.1,1277556,1278431,-,876,39,84,5,264,45,38,60,92,183,26,99,214
SCRT2,NW_010972709.1,1282039,1288218,-,6180,176,16,0,43,4,9,18,7,25,5,45,42
SLC52A3,NW_010972709.1,1288608,1290378,-,1771,57,14,0,23,0,1,5,3,15,0,18,15
FAM110A,NW_010972709.1,1299232,1300288,+,1057,22,8,0,21,4,4,0,4,2,0,5,7
ANGPT4,NW_010972709.1,1305450,1313496,-,8047,209,1,0,1,1,2,0,1,4,2,14,2
RSPO4,NW_010972709.1,1316548,1324296,-,7749,205,0,1,6,0,2,1,1,5,3,13,4
PSMF1,NW_010972709.1,1342978,1350922,+,7945,243,371,6,663,112,98,175,184,553,57,310,508
TMEM74B,NW_010972709.1,1355789,1358588,-,2800,71,0,0,4,0,0,1,0,2,0,4,2
RAD21L1,NW_010972709.1,1362352,1376344,+,13993,239,5,0,12,4,2,3,3,21,1,17,5
SNPH,NW_010972709.1,1387286,1392335,+,5050,139,0,0,2,0,0,0,0,1,1,15,1
SDCBP2,NW_010972709.1,1393820,1395907,-,2088,62,3,0,5,1,0,0,0,4,0,2,0
FKBP1A,NW_010972709.1,1399338,1401981,-,2644,92,487,11,577,77,71,199,190,576,37,278,427
LOC104832989,NW_010972709.1,1419226,1429892,-,10667,264,337,11,248,56,31,132,87,299,35,202,175
NSFL1C,NW_010972709.1,1437850,1445018,-,7169,372,1885,37,2308,334,253,660,602,2074,210,1150,1734
SIRPB1,NW_010972709.1,1445453,1448291,-,2839,88,122,8,55,7,11,25,12,13,8,66,37
LOC104833180,NW_010972709.1,1448114,1450909,+,2796,77,108,2,38,6,4,9,6,5,2,40,18
SIRPA,NW_010972709.1,1451222,1477417,+,26196,728,382,4,130,24,21,32,16,45,4,205,124
PDYN,NW_010972709.1,1479352,1480361,-,1010,41,0,0,0,1,0,1,0,3,0,5,0
STK35,NW_010972709.1,1485451,1507076,+,21626,601,768,11,886,219,153,388,232,884,80,425,602
LOC104833183,NW_010972709.1,1518820,1519752,+,933,34,106,3,30,14,7,16,9,26,7,98,19
HELZ2,NW_010972709.1,1520486,1547419,-,26934,1137,10196,129,8591,3205,1033,2464,2574,7707,852,10167,4323
GMEB2,NW_010972709.1,1554625,1569319,-,14695,491,1828,42,2640,508,246,666,699,2029,239,1089,1911
STMN3,NW_010972709.1,1582100,1594438,-,12339,290,16,0,12,4,1,4,2,21,3,31,10
RTEL1,NW_010972709.1,1600280,1652162,+,51883,896,776,9,949,130,63,240,178,616,86,490,478
TNFRSF6B,NW_010972709.1,1661084,1667531,+,6448,183,50,1,42,14,7,27,4,16,4,51,8
ARFRP1,NW_010972709.1,1681786,1693907,-,12122,230,1181,19,1422,167,117,285,319,883,81,639,885
ZGPAT,NW_010972709.1,1694311,1702197,+,7887,267,840,19,1327,154,139,356,324,1021,92,617,773
LIME1,NW_010972709.1,1707086,1709392,+,2307,73,10,0,14,5,2,5,4,10,3,24,10
SLC2A4RG,NW_010972709.1,1716390,1719648,+,3259,77,55,0,70,19,10,25,18,66,5,56,76
ZBTB46,NW_010972709.1,1726293,1781647,-,55355,1010,958,14,639,114,61,218,48,171,50,879,182
TPD52L2,NW_010972709.1,1806642,1823185,+,16544,376,2436,31,2874,338,268,844,645,2145,253,1488,1937
TRNAE-CUC_5,NW_010972709.1,1827059,1827130,+,72,6,0,0,0,1,0,0,0,0,0,1,0
DNAJC5,NW_010972709.1,1830483,1858155,+,27673,607,1534,32,1024,161,115,383,155,507,109,1283,624
UCKL1,NW_010972709.1,1882894,1905760,-,22867,865,3302,74,4748,649,463,1683,1300,4015,441,2308,3367
ZNF512B,NW_010972709.1,1911214,1939170,-,27957,748,342,9,242,47,32,103,42,90,24,290,94
SAMD10,NW_010972709.1,1953898,1962058,-,8161,217,0,0,7,0,0,0,1,3,0,21,6
PRPF6,NW_010972709.1,1975407,2000976,+,25570,1212,8322,175,11758,1644,1318,3094,2937,10524,960,5493,9050
LOC104833186,NW_010972709.1,2014290,2015684,-,1395,37,0,0,0,0,0,0,0,0,0,0,0
SOX18,NW_010972709.1,2034116,2037737,-,3622,106,1,0,3,0,0,0,1,1,0,7,3
TCEA2,NW_010972709.1,2054531,2071801,+,17271,404,718,13,751,93,74,208,227,677,63,399,646
RGS19,NW_010972709.1,2075684,2083592,-,7909,257,517,6,237,81,74,126,15,36,35,363,86
OPRL1,NW_010972709.1,2194535,2205080,+,10546,227,9,0,7,1,2,3,2,7,0,18,7
NPBWR2,NW_010972709.1,2218210,2219208,-,999,30,0,0,1,0,0,1,0,0,0,3,0
MYT1,NW_010972709.1,2366235,2400296,+,34062,765,4,0,11,8,2,6,5,15,1,43,11
PCMTD2,NW_010972709.1,2414064,2427547,+,13484,305,2740,51,2993,401,335,840,893,3117,275,1556,2365
LOC104833189,NW_010972709.1,2440591,2475591,+,35001,817,629,11,665,110,94,288,194,736,77,347,459
LOC104833018,NW_010972709.1,2478617,2485963,+,7347,200,121,0,21,8,3,20,5,12,5,51,10
PPDPF,NW_010972709.1,2491456,2494519,-,3064,105,1435,34,500,142,110,216,85,194,63,628,260
EEF1A2,NW_010972709.1,2504039,2517054,+,13016,335,2,0,9,4,1,1,0,6,2,23,1
KCNQ2,NW_010972709.1,2531121,2598362,+,67242,1485,19,1,37,11,4,17,9,39,4,77,16
CHRNA4,NW_010972709.1,2654490,2677203,+,22714,491,33,0,33,2,14,11,21,75,1,34,37
COL20A1,NW_010972709.1,2684399,2732961,-,48563,1088,820,24,759,97,169,146,244,1041,85,338,851
LOC104833025,NW_010972709.1,2738892,2756814,-,17923,689,5111,87,6402,620,861,987,1401,5689,621,3474,4488
ARFGAP1,NW_010972709.1,2770721,2788573,-,17853,400,1683,28,1714,233,187,525,479,1672,170,897,1217
NKAIN4,NW_010972709.1,2802891,2848977,+,46087,940,24,0,25,9,3,6,7,17,1,38,20
BIRC7,NW_010972709.1,2859001,2866110,-,7110,141,3,0,6,1,0,0,0,1,1,3,3
YTHDF1,NW_010972709.1,2877620,2893746,+,16127,329,1764,28,1605,243,211,731,430,1850,154,1053,1107
BHLHE23,NW_010972709.1,3164975,3165792,+,818,35,1,0,2,0,0,1,0,0,1,0,2
SLC17A9,NW_010972709.1,3208076,3228522,-,20447,486,364,3,205,50,29,124,31,107,28,348,104
GID8,NW_010972709.1,3232859,3239661,-,6803,217,3066,48,3647,558,443,1120,834,3574,264,1778,2485
DIDO1,NW_010972709.1,3246074,3302248,+,56175,1499,7999,138,7313,1104,873,2848,2093,7227,662,4302,5333
TCFL5,NW_010972709.1,3305406,3310096,+,4691,70,14,0,20,2,0,9,2,11,0,8,15
COL9A3,NW_010972709.1,3311122,3354103,-,42982,944,2561,38,2197,472,369,826,1111,3757,179,2369,1447
OGFR,NW_010972709.1,3354323,3363974,-,9652,324,2220,31,2099,442,257,633,785,2589,211,2049,1632
MRGBP,NW_010972709.1,3365663,3371684,-,6022,130,521,8,657,86,91,195,254,764,57,387,490
NTSR1,NW_010972709.1,3433385,3491941,-,58557,1224,17,1,28,5,2,17,10,37,3,64,20
SLCO4A1,NW_010972709.1,3523089,3536060,-,12972,339,349,12,76,9,22,60,6,10,8,274,55
GATA5,NW_010972709.1,3723381,3734569,+,11189,311,1,1,9,2,0,2,2,4,0,19,1
RBBP8NL,NW_010972709.1,3798182,3811906,+,13725,336,7,0,24,1,2,7,2,14,0,14,7
CABLES2,NW_010972709.1,3830707,3843325,+,12619,496,8388,118,11713,1165,845,2481,2370,8149,814,4294,6460
RPS21,NW_010972709.1,3844403,3848641,+,4239,110,1463,30,2095,323,218,553,541,1729,133,814,1373
LAMA5,NW_010972709.1,3929716,3980085,+,50370,1203,206,2,210,102,77,194,75,751,36,215,198
ADRM1,NW_010972709.1,3981863,3989078,-,7216,292,1656,30,2281,339,277,613,657,2272,194,1123,1763
OSBPL2,NW_010972709.1,3990530,4029567,-,39038,757,3934,55,4026,475,456,1082,1011,3549,332,2236,2674
HRH3,NW_010972709.1,4055051,4057576,+,2526,56,2,0,0,0,0,0,0,1,0,3,0
MTG2,NW_010972709.1,4073018,4079445,-,6428,121,110,1,103,12,16,32,28,100,8,75,94
SS18L1,NW_010972709.1,4082541,4098598,-,16058,350,7,0,10,1,0,6,4,11,0,12,6
PSMA7,NW_010972709.1,4098786,4105271,+,6486,152,784,10,985,146,148,292,260,939,71,622,707
LSM14B,NW_010972709.1,4108100,4121748,-,13649,272,658,18,730,98,92,188,190,661,50,453,592
TAF4,NW_010972709.1,4136818,4177245,+,40428,848,1817,23,1803,279,246,591,507,1942,158,1245,1623
CDH4,NW_010972709.1,4218987,4679852,-,460866,8387,215,4,307,63,34,89,49,252,20,406,158
CDH26,NW_010972709.1,5124814,5134546,-,9733,201,9,0,9,0,1,1,2,7,1,13,6
FAM217B,NW_010972709.1,5140542,5144606,-,4065,88,41,1,48,4,6,11,10,51,2,26,29
PPP1R3D,NW_010972709.1,5146365,5147878,+,1514,45,31,0,30,2,0,7,2,11,3,20,17
SYCP2,NW_010972709.1,5156745,5185273,+,28529,384,78,1,42,5,10,16,4,41,4,65,31
PHACTR3,NW_010972709.1,5190230,5243551,-,53322,998,23,0,37,4,4,13,3,30,1,42,24
ZNF831,NW_010972709.1,5440425,5457125,-,16701,357,487,11,267,41,33,119,30,115,20,277,80
SLMO2,NW_010972709.1,5484802,5490045,+,5244,123,1226,21,980,99,99,213,158,711,61,530,560
ATP5E,NW_010972709.1,5500675,5502497,+,1823,50,439,6,395,105,56,171,139,425,38,215,352
TUBB1,NW_010972709.1,5503577,5507976,-,4400,123,4136,76,3353,551,371,1922,1172,3283,227,2648,2558
CTSZ,NW_010972709.1,5513030,5518114,+,5085,112,1539,19,1065,167,133,448,192,942,90,964,578
NELFCD,NW_010972709.1,5520273,5529753,-,9481,186,1557,26,1915,279,169,546,456,1487,169,1089,1423
GNAS,NW_010972709.1,5538572,5654492,-,115921,2177,7809,126,9530,1203,868,2681,2092,7057,879,6274,6084
NPEPL1,NW_010972709.1,5734584,5750145,-,15562,336,2007,29,2682,358,279,676,681,2222,241,1388,1915
STX16,NW_010972709.1,5753293,5767595,-,14303,265,1129,29,1400,214,141,433,413,1371,114,792,1064
APCDD1L,NW_010972709.1,5837341,5868354,+,31014,605,56,0,32,12,6,23,10,63,8,46,27
VAPB,NW_010972709.1,5875612,5908650,-,33039,766,4329,101,5853,707,646,1691,1598,5692,518,3228,4596
RAB22A,NW_010972709.1,5912478,5934382,-,21905,426,3380,67,3977,519,461,1304,1058,4001,417,2480,2903
LOC104833065,NW_010972709.1,5934665,5973314,+,38650,859,6540,108,8327,1055,708,2457,1816,6628,778,3667,5071
LOC104833201,NW_010972709.1,5988228,5992903,-,4676,78,4,0,5,2,1,3,1,7,0,9,2
PMEPA1,NW_010972709.1,6297032,6342981,+,45950,1082,406,9,146,33,18,70,18,45,15,336,56
PCK1,NW_010972709.1,6388191,6395823,-,7633,147,6,0,6,1,1,1,0,5,0,2,8
RBM38,NW_010972709.1,6487263,6510089,-,22827,1161,13151,344,17668,2656,2112,5502,5292,19892,1302,8650,12381
RAE1,NW_010972709.1,6517013,6525465,-,8453,198,1960,42,2567,349,251,610,630,2453,160,1142,1964
SPO11,NW_010972709.1,6526930,6542241,-,15312,219,35,0,43,3,2,4,10,36,0,20,23
BMP7,NW_010972709.1,6570180,6615616,+,45437,910,10,0,20,4,1,5,4,28,8,43,8
TFAP2C,NW_010972709.1,6870480,6898779,-,28300,552,80,1,85,13,15,51,22,130,8,85,53
RTFDC1,NW_010972709.1,6904922,6936382,-,31461,586,2995,58,3833,451,455,1100,931,3628,305,2033,2506
GCNT7,NW_010972709.1,6920654,6925349,+,4696,0,0,0,0,0,0,0,0,0,0,0,0
CASS4,NW_010972709.1,6937018,6961290,-,24273,489,1138,24,725,102,96,276,40,114,69,810,217
CSTF1,NW_010972709.1,6962439,6971366,-,8928,250,2394,66,3457,491,312,943,693,2809,274,1193,2212
AURKA,NW_010972709.1,6972157,6980223,+,8067,189,265,4,281,47,39,130,72,265,33,128,194
FAM210B,NW_010972709.1,6981456,6988891,-,7436,165,930,19,1015,129,121,384,343,1102,56,518,813
MC3R,NW_010972709.1,7030072,7031049,-,978,14,0,0,1,0,0,0,0,1,0,0,0
LOC104833205,NW_010972709.1,7060006,7091419,+,31414,547,306,5,200,57,17,90,12,41,14,108,55
CBLN4,NW_010972709.1,7109084,7113494,+,4411,104,4,0,5,1,0,1,1,2,0,3,3
DOK5,NW_010972709.1,7480344,7524558,-,44215,828,38,1,55,8,2,14,12,32,4,41,39
PFDN4,NW_010972709.1,7593610,7598136,-,4527,86,228,7,380,54,28,79,97,333,28,141,283
LOC104833207,NW_010972709.1,7609750,7616691,+,6942,93,2,0,4,1,0,1,2,6,1,8,2
BCAS1,NW_010972709.1,7656945,7706690,+,49746,867,30,0,38,5,4,8,6,23,4,41,20
ZNF217,NW_010972709.1,7814559,7843199,+,28641,603,3409,45,2720,325,236,1028,533,1878,219,1804,1240
TSHZ2,NW_010972709.1,7943875,8084858,-,140984,2450,1313,23,558,112,75,451,38,95,106,1198,179
ZFP64,NW_010972709.1,8358115,8368472,+,10358,204,172,2,257,37,29,90,68,231,13,96,159
SALL4,NW_010972709.1,8486491,8501528,+,15038,269,21,0,9,4,3,5,3,8,1,18,3
ATP9A,NW_010972709.1,8517694,8573730,+,56037,1141,40,3,46,4,5,18,14,33,5,62,28
NFATC2,NW_010972709.1,8591990,8659216,+,67227,1467,498,9,312,55,28,195,32,51,32,567,82
KCNG1,NW_010972709.1,8852102,8854132,+,2031,46,1,0,2,0,1,3,0,3,0,3,2
MOCS3,NW_010972709.1,8873007,8875295,-,2289,55,145,6,137,21,20,67,47,187,13,87,112
DPM1,NW_010972709.1,8875424,8887206,+,11783,228,1374,21,1532,256,172,580,499,1825,142,1028,1175
ADNP,NW_010972709.1,8899368,8933049,+,33682,904,5959,120,5748,827,617,2373,1495,5263,605,3679,4035
BCAS4,NW_010972709.1,8961214,8973246,-,12033,231,28,0,33,6,3,12,7,25,3,24,10
PARD6B,NW_010972709.1,8990739,9006242,-,15504,283,11,1,18,2,1,9,5,20,2,17,20
FAM65C,NW_010972709.1,9017189,9070664,+,53476,2078,27262,500,23784,4465,2625,7656,8615,29196,2933,15374,22251
PTPN1,NW_010972709.1,9074786,9119789,-,45004,881,3689,41,2826,422,357,935,691,2426,265,2288,2300
LOC104833101,NW_010972709.1,9283694,9304685,+,20992,489,1994,27,532,45,79,124,62,144,42,690,291
CEBPB,NW_010972709.1,9291560,9292964,-,1405,0,0,0,0,0,0,0,0,0,0,0,0
LOC104833211,NW_010972709.1,9304715,9323807,+,19093,424,876,10,465,80,72,142,122,357,53,587,494
UBE2V1,NW_010972709.1,9332050,9346833,+,14784,357,1196,27,1278,175,120,433,338,1159,112,842,948
SNAI1,NW_010972709.1,9406957,9409657,-,2701,45,47,0,6,3,2,3,2,4,0,20,1
RNF114,NW_010972709.1,9414323,9421017,-,6695,132,807,14,882,105,93,262,289,850,50,494,692
SPATA2,NW_010972709.1,9425094,9429600,+,4507,115,536,11,637,65,79,231,135,596,49,283,406
LOC104833106,NW_010972709.1,9450886,9467466,+,16581,431,59,0,124,16,9,41,31,148,13,78,77
SLC9A8,NW_010972709.1,9476198,9507190,-,30993,531,1374,24,1431,179,187,419,358,1261,107,791,982
B4GALT5,NW_010972709.1,9547465,9567408,+,19944,520,688,5,272,36,35,97,21,32,24,405,94
KCNB1,NW_010972709.1,9601455,9727499,+,126045,2889,39,1,90,11,8,14,19,55,7,131,55
LOC104833214,NW_010972709.1,9758255,9790038,-,31784,733,22,0,32,8,2,7,4,26,4,28,14
STAU1,NW_010972709.1,9815305,9843143,-,27839,534,547,4,423,52,68,177,156,441,42,372,279
CSE1L,NW_010972709.1,9856335,9881171,-,24837,421,854,8,764,124,88,268,224,835,65,418,588
ARFGEF2,NW_010972709.1,9885215,9920752,-,35538,749,3766,82,4534,574,400,1254,1292,4095,353,2329,3381
PREX1,NW_010972709.1,9952076,10125396,+,173321,2964,2135,42,1373,225,137,905,84,226,165,3161,546
SULF2,NW_010972709.1,10418219,10481457,+,63239,1029,34,1,33,9,12,13,6,26,7,50,22
NCOA3,NW_010972709.1,10485167,10572137,-,86971,1583,3975,68,3409,531,456,1282,959,3255,333,2730,2622
LOC104833116,NW_010972709.1,10578743,10596591,-,17849,292,1349,24,1105,196,131,376,255,955,131,1044,731
ZMYND8,NW_010972709.1,10618433,10679809,+,61377,1269,5362,71,5696,650,547,1622,1776,5011,500,4862,4865
EYA2,NW_010972709.1,10687479,10747663,-,60185,1209,43,1,51,17,6,15,56,157,3,70,42
SLC2A10,NW_010972709.1,10881606,10886788,-,5183,120,1,0,3,0,0,0,0,3,0,13,1
TP53RK,NW_010972709.1,10886816,10895067,+,8252,228,40,1,25,3,2,14,6,7,1,25,17
SLC13A3,NW_010972709.1,10902395,10930374,+,27980,610,143,0,31,7,2,11,6,13,1,82,29
OCSTAMP,NW_010972709.1,10934814,10939376,+,4563,134,423,2,21,1,1,5,10,3,1,42,13
TRHR,NW_010972709.1,10954066,10963016,+,8951,258,9,0,6,1,1,2,0,3,0,14,7
JPH2,NW_010972709.1,10973740,11003950,-,30211,779,28,1,27,16,5,20,11,48,3,67,37
OSER1,NW_010972709.1,11007871,11015846,-,7976,224,1530,29,1877,362,258,623,551,2376,124,920,1555
LOC104833122,NW_010972709.1,11016358,11021066,+,4709,121,942,23,1355,208,169,417,362,1354,113,558,785
GDAP1L1,NW_010972709.1,11025617,11039269,+,13653,392,56,1,82,10,10,37,34,61,8,63,48
FITM2,NW_010972709.1,11047254,11050639,-,3386,77,161,1,215,32,28,74,53,158,21,101,154
R3HDML,NW_010972709.1,11071783,11075697,+,3915,105,0,0,3,1,1,0,1,1,0,5,2
HNF4A,NW_010972709.1,11095637,11113437,+,17801,439,18,0,21,4,0,8,7,25,3,21,19
TTPAL,NW_010972709.1,11123323,11132944,+,9622,237,936,15,1015,162,108,301,290,1186,87,563,836
SERINC3,NW_010972709.1,11133030,11141850,-,8821,255,1969,33,2130,276,187,649,525,1672,105,945,1310
PKIG,NW_010972709.1,11157885,11175527,+,17643,521,170,2,68,6,3,28,13,31,4,62,23
ADA,NW_010972709.1,11179067,11209071,-,30005,697,15,0,27,2,3,9,26,34,3,43,19
WISP2,NW_010972709.1,11221539,11226175,+,4637,117,1,0,3,0,0,0,0,0,1,8,2
LOC104833131,NW_010972709.1,11231752,11232807,+,1056,27,0,0,0,0,0,0,0,1,0,2,0
KCNK15,NW_010972709.1,11245800,11250354,+,4555,108,1,0,0,0,0,1,0,2,1,2,1
RIMS4,NW_010972709.1,11261663,11279002,-,17340,506,17,0,23,2,0,5,2,13,2,35,10
YWHAB,NW_010972709.1,11362257,11368991,+,6735,180,797,17,927,119,105,249,203,699,63,624,733
PABPC1L,NW_010972709.1,11372366,11377073,+,4708,147,24,1,18,3,3,12,5,9,1,24,11
TOMM34,NW_010972709.1,11387511,11391584,-,4074,87,246,5,280,35,55,103,109,361,13,204,329
STK4,NW_010972709.1,11392428,11441109,+,48682,1374,5832,113,7466,955,747,1931,1999,6704,504,4059,4787
KCNS1,NW_010972709.1,11448366,11455952,-,7587,208,13,0,7,0,1,4,1,10,2,13,4
LOC104833138,NW_010972709.1,11472841,11473550,-,710,183,4163,121,1161,102,421,482,147,712,46,1510,1406
MATN4,NW_010972709.1,11478512,11485696,-,7185,226,5,0,2,0,0,2,2,7,1,19,4
RBPJL,NW_010972709.1,11498891,11508297,+,9407,244,54,2,26,10,5,20,4,24,3,33,25
SDC4,NW_010972709.1,11522915,11540927,-,18013,558,3589,42,1982,371,299,829,697,1944,271,2322,1815
SYS1,NW_010972709.1,11546792,11549305,+,2514,81,293,6,333,60,75,106,76,364,21,199,265
LOC104833227,NW_010972710.1,16674,19034,-,2361,493,22,2,19,6,1,8,6,40,0,37,16
LOC104833228,NW_010972710.1,39256,44439,-,5184,545,1261,44,1406,296,233,749,630,1724,163,1130,1289
ELAVL3,NW_010972710.1,47160,54125,-,6966,204,101,3,149,41,36,58,70,198,24,107,170
ECSIT,NW_010972710.1,56585,58779,-,2195,81,34,4,77,23,11,25,21,73,6,53,67
CNN1,NW_010972710.1,60210,63002,+,2793,49,65,1,78,45,14,60,14,29,17,110,34
ACP5,NW_010972710.1,65205,67448,-,2244,58,26,0,27,9,9,21,1,2,5,44,6
NFIX,NW_010972710.1,67578,80710,-,13133,120,15,0,40,7,4,12,4,18,5,33,30
RAD23A,NW_010972710.1,92824,98455,-,5632,87,370,15,533,121,94,177,179,592,59,310,495
CALR,NW_010972710.1,98977,102015,-,3039,426,3418,82,2216,397,291,999,504,1663,240,1884,1742
FARSA,NW_010972710.1,103048,106102,+,3055,86,51,5,90,33,17,42,45,118,18,85,106
SYCE2,NW_010972710.1,106296,108389,+,2094,58,0,0,3,1,0,0,0,3,3,2,3
GCDH,NW_010972710.1,108881,111421,-,2541,44,19,2,15,7,2,18,7,10,5,20,19
LOC104833242,NW_010972710.1,111488,129211,-,17724,244,51,2,57,19,12,35,24,61,12,58,68
HOOK2,NW_010972710.1,132542,138823,+,6282,152,40,5,63,25,10,41,23,104,13,68,110
BEST2,NW_010972710.1,139032,149710,-,10679,104,68,3,71,20,13,31,24,114,11,50,75
TNPO2,NW_010972710.1,149787,164683,+,14897,280,539,21,809,127,123,216,278,702,80,433,709
FBXW9,NW_010972710.1,164731,168399,+,3669,81,150,6,282,40,28,47,70,159,17,92,186
DHPS,NW_010972710.1,168885,171323,+,2439,65,78,2,125,24,17,48,26,107,17,88,104
WDR83,NW_010972710.1,171516,173235,-,1720,50,20,0,17,13,3,9,4,16,2,21,25
WDR83OS,NW_010972710.1,173234,174300,+,1067,33,10,0,12,5,1,5,7,16,2,10,16
LOC104833250,NW_010972710.1,177217,225154,-,47938,1042,793,27,735,155,149,295,233,662,56,656,655
TRMT1,NW_010972710.1,182680,186107,-,3428,0,0,0,0,0,0,0,0,0,0,0,0
CCDC130,NW_010972710.1,234864,254618,+,19755,213,204,4,286,62,34,134,130,343,38,165,286
NANOS3,NW_010972710.1,255688,256089,+,402,14,1,0,4,0,0,2,0,1,1,4,0
CC2D1A,NW_010972710.1,260868,274310,+,13443,483,1505,45,2273,414,290,807,658,1843,281,1082,1578
RHOB,NW_010972711.1,36883,39185,-,2303,83,44,2,38,4,6,20,4,17,4,42,23
LOC104833256,NW_010972711.1,44800,47104,+,2305,43,12,0,2,0,1,1,0,1,0,5,3
LOC104833258,NW_010972711.1,67995,78191,-,10197,234,0,0,6,3,0,1,5,18,0,8,2
PUM2,NW_010972711.1,85897,161469,+,75573,1685,14515,276,15255,2189,1550,4903,4647,15350,1273,8653,11707
