GeneID,Chr,Start,End,Strand,Length,Eagle_002_null,Eagle_002_lps,Eagle_004_null,Eagle_004_lps,Eagle_006_null,Eagle_006_lps,Eagle_007_null,Eagle_007_lps,Eagle_008_null,Eagle_008_lps,Eagle_012_null,Eagle_012_lps,Eagle_013_null,Eagle_013_lps,Eagle_014_null,Eagle_014_lps,Eagle_015_null,Eagle_015_lps,Eagle_020_null,Eagle_020_lps,Eagle_021_null,Eagle_021_lps,Eagle_022_null,Eagle_022_lps
EDN1,NW_010972809.1,4541379,4545865,-,4487,14,107,13,17,5,0,4,13,10,5,0,4,4,7,5,0,5,8,28,1,13,48,30,7
LOC104835301,NW_010972809.1,4574279,4581160,-,6882,45,134,45,77,95,3,54,59,44,17,7,6,32,32,26,13,41,45,84,5,25,44,76,38
HIVEP1,NW_010972809.1,4581590,4701121,-,119532,4221,2622,4909,6799,7917,128,4984,6153,3725,942,834,565,3133,2358,3233,1183,3348,2663,6026,633,2481,4279,7153,3571
ADTRP,NW_010972809.1,4773776,4805964,+,32189,90,665,42,50,60,4,17,33,26,5,15,2,8,7,24,12,56,24,33,5,27,69,44,24
TMEM170B,NW_010972809.1,4848382,4865333,-,16952,104,298,65,97,72,2,31,37,29,3,8,6,9,6,25,3,45,31,39,5,36,60,55,27
NEDD9,NW_010972809.1,4979072,5016427,+,37356,427,822,421,1024,343,9,220,405,169,50,74,46,129,125,219,69,229,191,367,32,189,543,451,150
SMIM13,NW_010972809.1,5033209,5044589,-,11381,173,255,152,184,162,1,129,130,106,26,35,19,85,78,113,35,206,133,156,10,118,122,176,82
ELOVL2,NW_010972809.1,5080673,5106409,+,25737,72,521,37,27,29,0,30,29,30,8,19,5,7,10,15,9,55,46,32,4,27,32,29,27
GCM2,NW_010972809.1,5147421,5152247,+,4827,10,101,8,2,3,0,3,2,3,1,2,1,2,0,3,1,7,7,3,0,3,5,6,1
MAK,NW_010972809.1,5162510,5187617,+,25108,102,359,120,149,32,2,94,67,40,6,9,15,44,31,40,4,47,20,95,5,34,82,115,24
LOC104835310,NW_010972809.1,5191468,5194622,-,3155,50,75,31,61,11,1,37,21,14,2,3,3,20,11,26,4,9,2,39,0,9,33,63,22
GCNT2,NW_010972809.1,5199040,5206374,-,7335,92,144,73,166,18,4,81,49,41,10,2,4,53,34,56,6,19,11,86,8,28,88,119,16
TFAP2A,NW_010972809.1,5229172,5246663,+,17492,36,355,20,17,8,1,8,13,12,4,7,0,3,5,5,2,9,7,7,0,10,30,26,4
OFCC1,NW_010972809.1,5439273,5561692,+,122420,269,1987,127,45,82,3,55,77,74,16,46,18,28,25,34,23,205,65,66,3,42,113,70,40
SLC35B3,NW_010972809.1,6134267,6155957,+,21691,505,311,539,725,511,7,441,429,273,60,80,43,218,133,290,100,336,263,512,44,297,357,761,349
EEF1E1,NW_010972809.1,6301432,6318736,+,17305,4163,400,2474,2273,3270,30,2369,2759,2217,398,1211,339,1553,922,1698,772,3978,3340,3151,272,2444,1634,1930,2042
BLOC1S5,NW_010972809.1,6326652,6346131,+,19480,5916,396,3365,3673,5409,70,3569,4546,3056,615,1741,501,2239,1295,2856,1221,5907,4738,4637,348,3803,2452,3629,3413
TXNDC5,NW_010972809.1,6381913,6402191,+,20279,105,420,99,153,52,1,64,64,59,6,14,10,28,30,35,9,71,33,85,6,30,94,144,41
BMP6,NW_010972809.1,6404205,6435082,-,30878,54,676,35,12,16,1,14,24,20,5,7,1,8,5,9,2,44,20,10,1,16,37,28,14
DSP,NW_010972809.1,6557820,6597846,-,40027,115,780,54,17,23,0,21,19,27,5,19,3,7,10,22,8,66,30,26,5,33,43,52,25
RIOK1,NW_010972809.1,6636462,6651954,-,15493,462,292,426,434,631,7,465,615,220,39,125,52,204,133,232,101,318,281,399,40,238,203,342,363
SSR1,NW_010972809.1,6655972,6671310,+,15339,1092,317,741,1036,988,22,602,676,416,84,186,77,323,200,488,194,681,609,718,37,551,494,847,589
RREB1,NW_010972809.1,6678049,6804487,-,126439,19662,3919,20506,27613,27687,436,22823,31224,13712,2962,5280,2079,15840,9906,13784,7239,20228,19243,25542,2470,13163,10837,23634,16111
LY86,NW_010972809.1,6929612,6956144,-,26533,689,526,459,323,207,5,264,180,204,32,82,52,96,52,230,43,258,187,264,20,148,218,683,195
F13A1,NW_010972809.1,7047215,7111727,+,64513,12700,1742,12813,15381,2708,357,19780,10600,5651,1711,279,2481,6898,4304,8773,426,2959,861,14436,571,4465,13174,35458,3791
NRN1,NW_010972809.1,7153725,7162821,+,9097,11,201,3,6,7,1,2,4,3,0,1,1,2,0,4,2,13,5,6,1,3,13,10,4
FARS2,NW_010972809.1,7245234,7439054,-,193821,7288,3982,6296,6684,8699,124,5543,7317,4932,959,1886,587,2938,2029,4327,1815,6151,5168,8718,819,5207,3985,5789,4653
LYRM4,NW_010972809.1,7496202,7590550,+,94349,11936,1951,10253,9920,13236,148,8418,10370,8050,1328,3300,903,5859,3653,8175,3290,12041,10077,12821,1146,9490,6441,8188,7963
RPP40,NW_010972809.1,7614040,7625653,+,11614,208,186,177,192,247,5,190,238,144,28,68,24,122,67,129,48,216,178,245,23,159,93,207,163
CDYL,NW_010972809.1,7646781,7702984,-,56204,2877,1179,2335,2585,3353,43,1829,2446,2047,338,1003,264,1541,917,2251,1014,3777,3360,2600,236,2167,1531,2508,2302
ECI2,NW_010972809.1,7949994,7983796,+,33803,314,649,341,420,226,5,103,77,136,33,61,22,295,171,410,161,506,443,232,20,155,171,364,167
PRPF4B,NW_010972809.1,7997022,8016273,-,19252,4181,567,3024,3261,3924,50,2606,3099,2173,391,1134,385,1569,1022,2294,824,3683,3260,3400,276,2577,1980,3735,2627
LOC104835334,NW_010972809.1,8020504,8079681,+,59178,2929,1140,1837,2105,2305,33,1823,2239,1652,348,597,192,1195,759,1607,642,2294,2040,2446,203,1797,1612,2809,1886
PXDC1,NW_010972809.1,8123943,8148687,+,24745,760,498,577,889,576,3,411,289,165,21,77,23,105,57,216,36,273,72,382,21,303,436,545,166
SLC22A23,NW_010972809.1,8258640,8350616,+,91977,286,2022,236,1253,134,33,102,580,83,131,32,72,49,199,61,46,140,93,275,58,109,981,181,86
LOC104835337,NW_010972809.1,8373367,8390614,+,17248,75,332,31,156,33,2,43,81,28,25,11,4,16,36,30,6,37,20,60,4,39,104,55,26
BPHL,NW_010972809.1,8390306,8408920,-,18615,124,295,92,197,53,1,47,89,35,12,22,8,35,26,52,10,49,28,77,9,37,87,150,54
RIPK1,NW_010972809.1,8418316,8441818,-,23503,293,433,278,423,145,8,230,189,95,16,16,25,82,68,115,16,98,36,231,14,89,244,347,73
NQO2,NW_010972809.1,8450219,8459388,-,9170,49,171,36,74,18,1,32,27,23,4,4,5,10,9,11,0,8,4,30,0,13,24,66,18
DUSP22,NW_010972809.1,8509108,8554162,+,45055,1047,912,912,955,1161,17,739,951,455,89,301,84,271,153,446,203,1028,828,462,36,646,470,1357,1125
IRF4,NW_010972809.1,8575783,8589803,+,14021,121,363,55,201,17,5,98,77,40,12,3,14,51,52,69,3,31,13,94,9,25,161,166,26
EXOC2,NW_010972809.1,8618554,8753793,-,135240,5215,2366,4637,5723,5701,92,4317,4984,3276,689,1161,424,2163,1511,3034,1078,3117,2715,5158,529,2983,3464,5142,3429
FOXF2,NW_010972809.1,9031958,9037819,+,5862,6,153,3,0,1,0,2,2,1,2,2,0,0,1,0,1,2,4,1,0,5,9,5,6
GMDS,NW_010972809.1,9139253,9565903,-,426651,1332,7158,774,746,363,7,543,527,393,85,201,81,174,191,431,60,649,288,697,38,312,808,1126,216
MYLK4,NW_010972809.1,9712817,9738775,-,25959,80,448,30,17,28,0,20,24,18,3,14,3,9,8,14,3,42,19,24,2,8,20,27,17
WRNIP1,NW_010972809.1,9777775,9802611,+,24837,185,519,145,130,160,5,109,137,88,19,10,15,43,45,55,22,79,45,120,9,79,92,160,79
SERPINB1,NW_010972809.1,9813792,9820066,-,6275,94,91,56,68,68,2,54,42,27,8,11,5,13,8,48,3,22,14,41,4,41,41,141,32
LOC104835351,NW_010972809.1,9822839,9832974,-,10136,300,194,192,264,532,14,438,498,272,53,67,21,164,108,143,51,202,147,357,29,158,124,272,242
SERPINB10,NW_010972809.1,9833413,9846397,-,12985,177,298,95,380,141,12,103,105,70,8,20,21,47,60,34,10,62,42,105,13,90,236,121,81
LOC104835349,NW_010972809.1,9851862,9860296,-,8435,1788,207,624,752,713,26,686,186,355,4,210,58,136,98,221,29,463,126,410,25,530,320,636,189
LOC104835352,NW_010972809.1,9864385,9871992,-,7608,19,154,6,16,12,1,5,7,9,1,3,0,8,3,5,4,7,2,21,3,6,13,5,11
LOC104835353,NW_010972809.1,9882105,9889517,-,7413,8,147,11,3,1,0,6,3,3,1,2,0,7,4,3,0,7,7,9,0,2,9,9,3
CIDEB,NW_010972810.1,9245,10263,+,1019,10,23,3,0,1,1,5,4,2,3,3,1,3,7,2,0,5,6,5,1,3,2,4,8
RABGGTA,NW_010972810.1,13323,25277,+,11955,148,134,119,150,139,4,122,98,95,21,26,19,62,46,63,35,124,120,113,18,90,107,107,80
TGM1,NW_010972810.1,26802,36317,+,9516,90,103,78,95,42,4,42,37,31,8,4,3,16,17,27,7,52,23,37,6,45,85,64,26
NEDD8,NW_010972810.1,45132,45828,+,697,20,13,6,11,15,2,19,22,22,8,1,2,14,5,10,4,22,19,24,0,17,14,10,13
IPO4,NW_010972810.1,49010,53250,+,4241,127,27,100,95,123,1,93,104,83,18,39,14,67,59,66,39,124,111,104,13,92,59,71,78
LOC104835373,NW_010972811.1,17828,18133,+,306,3,19,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1
LOC104835374,NW_010972813.1,4,33951,+,33948,269,502,177,357,46,12,215,263,114,39,21,13,135,151,165,19,62,36,339,27,83,391,487,51
LOC104835375,NW_010972814.1,3648,4583,+,936,16,332,10,1,8,0,3,1,6,0,0,0,1,2,5,3,11,4,4,0,1,10,7,5
LOC104835376,NW_010972814.1,7714,24506,-,16793,113,2211,59,25,13,0,48,40,43,9,7,5,7,15,60,10,69,34,57,4,30,111,110,27
TRNAF-GAA_3,NW_010972814.1,12225,12297,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRNAA-CGC_4,NW_010972814.1,14500,14571,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP7,NW_010972815.1,4948,8056,+,3109,99,62,56,66,97,1,84,44,99,21,35,14,42,28,43,24,132,81,65,11,69,72,83,67
LOC104835381,NW_010972815.1,7370,14962,-,7593,455,192,259,292,407,4,269,316,296,57,120,68,166,120,197,110,464,431,327,26,311,245,421,334
TRNAQ-CUG_1,NW_010972815.1,18397,18468,-,72,1,10,1,13,0,0,1,2,0,1,0,0,1,0,0,0,0,0,3,0,1,1,4,0
TRNAK-UUU_6,NW_010972815.1,18650,18722,-,73,1,2,2,3,0,0,3,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,2,3
LOC104835378,NW_010972815.1,18897,19868,+,972,102,42,42,103,61,3,113,57,42,9,17,18,24,48,39,20,50,61,96,10,38,66,152,64
LOC104835379,NW_010972815.1,20855,21669,-,815,351,65,259,439,303,7,337,303,179,50,61,36,90,95,119,50,190,157,312,27,117,147,461,190
TRNAG-GCC_5,NW_010972815.1,22409,22479,+,71,2,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TRNAN-GUU_9,NW_010972815.1,22664,22737,-,74,0,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
TRNAS-GCU_4,NW_010972815.1,23250,23331,-,82,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
TRNAA-CGC_5,NW_010972815.1,23481,23552,+,72,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TRNAM-CAU_4,NW_010972815.1,23791,23862,+,72,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
TRNAD-GUC_6,NW_010972815.1,25098,25169,-,72,3,10,0,1,1,0,3,2,3,1,2,1,2,1,0,0,2,1,6,0,0,1,2,1
TRNAT-AGU_5,NW_010972815.1,25392,25465,+,74,5,5,2,4,3,0,3,1,3,1,2,1,0,0,0,0,3,3,2,0,1,3,5,2
TRNAE-CUC_6,NW_010972815.1,25686,25757,-,72,3,6,3,0,2,0,5,0,1,1,0,2,0,1,1,1,1,5,2,0,0,2,3,1
JOSD2,NW_010972815.1,26733,31268,-,4536,351,39,205,179,311,6,329,282,347,90,94,56,124,106,135,93,348,267,278,33,224,184,245,265
LOC104835384,NW_010972816.1,5563,14770,-,9208,52,761,26,4,11,0,6,9,12,3,6,1,9,4,17,4,37,17,9,1,13,48,19,10
LOC104835385,NW_010972816.1,24049,25014,-,966,7,98,0,0,2,0,2,3,2,0,1,0,1,0,2,0,1,0,1,0,0,9,2,1
LOC104835386,NW_010972818.1,16008,26041,+,10034,25,133,7,7,3,0,4,4,5,1,1,1,0,4,0,1,13,2,1,1,2,3,11,1
LOC104835387,NW_010972819.1,9,23340,-,23332,20754,7869,14024,13208,16748,263,16712,17890,12875,2457,4639,1591,6822,5041,9750,4294,15755,12741,18620,1753,14136,10350,16619,15137
EPHA7,NW_010972820.1,594632,756968,-,162337,453,2501,222,92,111,1,113,134,131,25,83,20,35,42,76,23,264,113,110,9,81,146,128,81
LOC104835442,NW_010972820.1,1303465,1468349,+,164885,446,2592,241,70,103,4,108,97,124,16,64,20,31,49,83,22,234,109,106,10,71,155,128,58
MANEA,NW_010972820.1,1540818,1557966,+,17149,152,245,135,183,137,2,111,112,101,20,33,19,42,28,81,15,102,71,141,15,88,100,150,64
LOC104835443,NW_010972820.1,1693203,1695827,-,2625,374,84,183,154,294,3,298,270,301,70,76,43,77,113,115,99,299,249,237,37,169,128,177,233
FUT9,NW_010972820.1,1797917,1798996,+,1080,2,26,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0
UFL1,NW_010972820.1,1888562,1911877,+,23316,1159,347,1041,1076,1065,15,976,1121,667,133,215,93,474,280,670,282,920,715,1006,64,804,633,643,691
FHL5,NW_010972820.1,1915743,1943085,+,27343,58,517,29,10,25,0,16,15,10,0,14,1,5,11,19,1,35,19,17,1,15,25,13,5
GPR63,NW_010972820.1,2006764,2008023,-,1260,13,23,1,15,2,0,8,8,1,0,2,0,3,0,2,2,4,1,6,1,5,3,5,2
NDUFAF4,NW_010972820.1,2060663,2065032,-,4370,424,66,283,256,449,3,303,337,222,39,124,34,165,93,192,77,378,370,328,27,257,164,218,263
LOC104835445,NW_010972820.1,2086926,2090915,-,3990,12,92,3,2,2,0,1,4,5,0,0,0,0,2,1,0,4,2,0,0,0,4,5,2
KLHL32,NW_010972820.1,2115644,2212419,+,96776,289,1658,126,59,78,5,84,74,61,20,38,14,34,32,45,20,182,70,91,4,59,88,92,62
MMS22L,NW_010972820.1,2220912,2319297,-,98386,345,1700,253,237,134,1,194,181,127,19,35,21,77,61,125,20,167,72,239,17,90,229,316,76
FBXL4,NW_010972820.1,3072012,3131085,-,59074,7677,1142,6238,7307,8702,144,7322,8942,4780,1008,1214,640,4683,2926,5363,1980,8524,7092,8102,591,4530,4196,9035,5003
FAXC,NW_010972820.1,3287785,3313711,-,25927,48,543,32,9,10,0,9,22,24,7,13,3,14,6,19,4,31,20,26,2,10,30,50,8
COQ3,NW_010972820.1,3320233,3326557,-,6325,496,156,390,332,611,9,367,392,235,61,155,45,116,68,219,97,334,287,315,28,350,232,332,374
PNISR,NW_010972820.1,3329716,3358660,-,28945,14013,1176,9579,10076,16621,220,9455,12203,8993,1850,3912,1271,5759,3795,8337,3510,13758,12695,13298,1211,9387,6734,14480,9963
USP45,NW_010972820.1,3365391,3418927,-,53537,6073,1125,4523,4858,7130,77,4682,5647,3660,715,2013,599,2633,1730,3454,1545,6193,5359,6303,573,4627,3188,5516,4611
TSTD3,NW_010972820.1,3418745,3425843,+,7099,763,117,578,555,872,12,631,659,455,79,299,100,328,202,444,221,852,645,634,35,612,364,593,633
CCNC,NW_010972820.1,3428684,3445629,-,16946,639,276,392,378,399,12,366,361,291,54,163,55,216,128,314,130,550,426,390,35,428,348,316,305
PRDM13,NW_010972820.1,3464920,3471918,+,6999,8,178,7,7,7,0,6,2,2,0,0,1,0,0,5,1,11,3,7,2,2,15,5,6
SIM1,NW_010972820.1,3891167,3939043,-,47877,103,924,54,29,20,0,34,40,27,9,15,6,4,12,22,6,58,31,34,6,25,63,51,20
ASCC3,NW_010972820.1,3962169,4222183,-,260015,9810,4347,9041,12100,12633,173,7558,10681,6487,1414,3104,1069,4961,3616,7679,3066,11553,10459,12155,1180,7177,6728,12097,7924
GRIK2,NW_010972820.1,4407480,4824887,+,417408,2124,6074,1248,1449,370,18,1187,986,822,193,209,104,653,585,1096,97,877,351,1808,155,533,2172,2680,394
HACE1,NW_010972820.1,6225747,6277078,-,51332,3915,975,4044,4497,5300,52,3613,4529,2872,622,1294,422,2063,1244,3168,1279,4599,4026,4537,405,3264,2728,3552,3175
LIN28B,NW_010972820.1,6334128,6417360,+,83233,383,1584,401,695,174,13,449,403,183,62,26,65,153,150,199,20,162,51,335,38,151,439,906,129
BVES,NW_010972820.1,6446500,6470791,-,24292,54,475,23,11,16,0,6,16,17,3,4,1,6,3,10,3,39,15,23,1,10,18,10,6
POPDC3,NW_010972820.1,6489302,6492975,-,3674,7,67,3,0,2,0,0,4,3,2,2,0,0,0,3,0,4,0,6,0,0,5,2,1
PREP,NW_010972820.1,6534333,6645525,-,111193,5227,2183,2935,3021,3700,45,2881,3531,2667,435,1170,355,1813,1152,2715,1102,4389,3581,3802,319,3086,2224,2899,2755
LOC104835452,NW_010972820.1,6928182,6931244,-,3063,7,62,6,1,2,0,6,3,4,2,1,1,2,6,1,3,11,6,1,0,3,15,4,3
PRDM1,NW_010972820.1,7004253,7030619,+,26367,131,550,120,147,81,4,80,80,61,18,25,13,25,35,89,20,99,69,92,6,47,110,155,56
ATG5,NW_010972820.1,7058342,7144154,-,85813,3590,1592,2404,2437,3216,28,2058,2530,1805,290,886,251,1208,753,2042,784,3250,2548,2367,221,2199,1529,2213,2002
AIM1,NW_010972820.1,7216514,7259375,+,42862,205,769,128,77,75,1,76,51,106,13,68,14,54,35,43,17,179,85,97,12,95,77,105,76
RTN4IP1,NW_010972820.1,7262195,7286754,-,24560,1679,474,1314,1351,1532,23,1241,1532,1012,214,430,124,713,409,829,463,1595,1400,1374,128,991,713,1249,1169
QRSL1,NW_010972820.1,7286704,7303007,+,16304,1873,317,1068,854,1387,11,1078,1164,1051,182,491,145,549,320,742,319,1863,1481,1452,96,1274,691,727,855
CD24,NW_010972820.1,7393397,7396530,-,3134,6,79,2,1,3,0,0,0,1,0,2,0,1,1,0,0,3,0,0,0,3,1,0,0
LOC104835417,NW_010972820.1,7408661,7412681,+,4021,656,80,448,446,471,6,368,432,250,32,161,52,143,70,239,97,367,276,493,34,387,266,225,278
BEND3,NW_010972820.1,7423456,7431713,-,8258,35,151,18,25,7,0,9,14,9,3,2,3,5,3,6,1,14,8,11,1,6,14,23,6
PDSS2,NW_010972820.1,7456139,7591192,-,135054,2155,2381,1427,1266,1872,22,1140,1230,1084,193,444,116,698,485,1040,385,1766,1287,2004,182,1579,1248,1018,1017
SOBP,NW_010972820.1,7594268,7712412,+,118145,205,2502,103,45,56,1,60,56,61,17,32,6,18,18,44,14,123,52,78,3,52,93,81,43
SCML4,NW_010972820.1,7749623,7796098,-,46476,146,1136,109,85,27,2,112,89,88,14,18,16,54,31,84,5,92,12,167,10,51,220,315,51
SEC63,NW_010972820.1,7838387,7898887,-,60501,7951,1521,6070,6979,9305,136,5839,7782,4107,812,2065,723,3369,2047,3988,1925,6649,5939,6799,640,4866,3917,6684,5231
OSTM1,NW_010972820.1,7927539,7938074,-,10536,1292,261,817,1091,1027,13,665,923,643,120,345,93,448,269,586,258,1224,1055,774,69,785,582,871,686
NR2E1,NW_010972820.1,7953300,8005513,+,52214,167,1144,141,128,77,0,100,118,79,13,34,15,60,59,66,25,139,98,146,12,98,140,134,68
SNX3,NW_010972820.1,8008482,8026611,-,18130,2137,363,1689,2027,2269,22,1607,1911,1152,278,550,207,911,448,1249,527,2163,1733,1618,122,1363,939,1853,1449
LACE1,NW_010972820.1,8032801,8101320,+,68520,4378,1293,3672,4441,4918,68,3827,4573,2912,577,1070,415,2098,1247,2815,968,3578,3043,4170,342,2640,2624,5661,3081
LOC104835424,NW_010972820.1,8113451,8121869,-,8419,1641,264,1296,1867,3124,37,1964,2804,1348,309,421,200,1250,751,1124,661,1833,1999,1700,167,1119,908,2125,1564
LOC104835459,NW_010972820.1,8124420,8127380,+,2961,258,84,236,241,360,9,275,262,244,60,50,34,152,129,129,90,331,267,269,41,204,142,239,200
FOXO3,NW_010972820.1,8128562,8225972,+,97411,73904,4356,71711,75688,116723,1399,73561,94522,54417,10342,21234,7322,49347,31136,53729,24735,98498,81919,80593,7604,66942,40522,69739,60388
ARMC2,NW_010972820.1,8316762,8378664,+,61903,200,966,146,120,101,1,89,92,96,28,40,12,71,54,95,33,129,64,112,8,55,112,179,53
SESN1,NW_010972820.1,8382926,8466891,-,83966,6213,1776,7894,9323,5725,76,2875,3513,3449,583,1084,465,5565,3523,8732,2403,5813,4935,4096,387,3626,3386,6765,3092
CEP57L1,NW_010972820.1,8467492,8491367,+,23876,446,558,319,468,684,9,306,404,283,47,110,42,209,109,323,165,410,421,415,38,254,253,627,343
LOC104835462,NW_010972820.1,8501125,8525385,+,24261,141,493,84,105,178,3,66,86,57,14,28,16,28,24,89,37,151,127,109,9,100,83,130,60
LOC104835463,NW_010972820.1,8526634,8565914,+,39281,138,815,220,207,103,2,134,83,77,18,44,17,54,39,152,27,138,84,136,10,93,120,230,56
VGLL2,NW_010972820.1,8578313,8582647,-,4335,6,107,2,0,2,0,2,0,4,0,0,0,1,0,0,1,5,2,0,0,1,4,3,3
RFX6,NW_010972820.1,8693013,8727746,-,34734,80,582,29,19,16,1,21,15,24,1,8,4,5,7,13,7,53,6,17,0,19,26,20,12
GPRC6A,NW_010972820.1,8749396,8761402,+,12007,23,239,10,5,6,0,4,7,6,1,7,0,1,6,4,2,14,9,6,1,4,7,11,7
FAM162B,NW_010972820.1,8763637,8769565,+,5929,28,136,13,14,19,0,13,15,17,1,12,0,13,8,12,7,37,24,25,1,16,22,21,5
KPNA5,NW_010972820.1,8770032,8791746,-,21715,3957,391,2658,2484,3602,43,2437,2776,2249,409,1200,338,1589,866,1980,805,3862,3217,3011,259,2260,1454,2904,2043
ZUFSP,NW_010972820.1,8792004,8802286,+,10283,1202,231,865,967,1016,12,760,937,651,120,334,108,490,299,531,260,1098,877,824,60,571,430,746,625
LOC104835432,NW_010972820.1,8815430,8822116,+,6687,56,147,17,19,20,0,20,16,23,3,9,4,27,14,17,10,42,36,18,5,15,15,28,14
RWDD1,NW_010972820.1,8826708,8836413,-,9706,1193,223,762,730,1315,14,891,1115,696,145,287,79,425,278,712,310,1225,1068,1054,87,798,512,655,829
FAM26D,NW_010972820.1,8840622,8842326,-,1705,13,30,3,2,3,0,2,3,3,0,2,0,0,0,0,0,1,2,0,0,2,0,2,0
TRAPPC3L,NW_010972820.1,8849198,8869549,+,20352,74,314,52,62,15,2,74,56,33,9,2,4,14,12,25,5,18,7,38,4,18,41,102,13
FAM26E,NW_010972820.1,8863484,8867577,-,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC104835466,NW_010972820.1,8873784,8878459,-,4676,20,123,22,18,2,0,25,18,17,2,0,3,14,6,18,0,5,6,19,3,8,14,35,5
DSE,NW_010972820.1,8888781,8923355,-,34575,569,691,666,899,122,20,875,548,333,93,17,89,331,172,500,22,175,49,752,51,192,718,1586,136
NT5DC1,NW_010972820.1,8938486,9087366,-,148881,700,2540,612,569,202,8,618,408,271,57,68,79,260,170,530,53,398,172,640,31,274,603,1436,220
COL10A1,NW_010972820.1,9063420,9070147,+,6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRK,NW_010972820.1,9102881,9154655,+,51775,140,854,65,39,42,0,22,23,28,6,18,6,18,9,33,9,55,30,35,6,23,50,77,24
LOC104835467,NW_010972821.1,13978,20023,+,6046,1111,300,701,809,1077,25,830,894,599,159,276,112,378,301,657,311,1069,946,1034,111,861,738,1016,819
LOC104835468,NW_010972822.1,12268,12573,-,306,16,127,10,84,8,2,11,22,5,18,1,10,6,28,7,4,8,3,19,6,5,69,26,7
LOC104835470,NW_010972822.1,17092,19381,+,2290,14,84,24,36,1,1,21,18,7,2,0,0,9,8,16,1,17,6,17,1,10,15,47,6
TRNAG-UCC_2,NW_010972823.1,7885,7956,-,72,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
LOC104835471,NW_010972823.1,16450,17358,+,909,7,47,1,2,2,0,0,0,3,2,2,0,2,0,3,0,4,1,4,0,2,2,1,0
LOC104835472,NW_010972824.1,643,1203,+,561,249,12,323,398,537,8,288,456,228,33,71,19,251,106,152,47,263,191,464,43,205,124,224,141
LOC104835473,NW_010972824.1,5125,9805,+,4681,269,32,445,420,681,8,410,478,302,57,85,29,279,151,201,73,316,247,609,55,211,145,274,186
PSMB5,NW_010972826.1,15172,15866,+,695,302,13,108,131,279,6,343,248,272,66,63,37,85,124,103,111,278,221,165,22,161,111,148,232
PRMT5,NW_010972826.1,25754,27383,+,1630,262,50,88,108,193,2,128,142,155,26,57,30,70,50,107,59,184,173,191,17,150,98,197,202
RBM23,NW_010972826.1,30650,33063,+,2414,1598,88,962,882,1491,40,2397,1567,1825,386,435,293,614,757,551,459,1700,1424,1800,233,1114,978,859,936
MMP14,NW_010972826.1,44307,44856,+,550,0,22,1,0,0,0,0,1,3,0,0,0,0,1,1,0,2,0,0,0,0,5,2,1
LOC104835478,NW_010972827.1,558,4511,-,3954,1032,178,631,685,1274,22,1213,1136,715,183,239,122,362,374,490,332,1135,914,870,90,665,528,876,971
LOC104835480,NW_010972827.1,10199,15346,-,5148,27,80,33,84,12,0,19,53,17,25,9,10,22,80,21,6,26,32,33,26,12,107,46,21
LOC104835481,NW_010972827.1,15681,24379,+,8699,92,695,87,95,104,0,42,52,51,15,38,3,38,30,78,26,91,88,61,7,61,78,88,75
LOC104835482,NW_010972827.1,24534,25118,-,585,4,50,0,2,1,0,0,4,1,1,0,0,3,6,1,1,1,2,1,1,2,11,4,3
LOC104835483,NW_010972827.1,25492,26132,+,641,1,29,1,2,1,0,0,1,2,1,0,1,0,4,2,0,1,0,3,1,4,5,1,0
TRNAM-CAU_5,NW_010972828.1,28232,28303,-,72,5,120,4,0,0,0,0,0,1,0,1,0,0,0,2,0,9,4,0,0,5,5,7,1
TRNAS-AGA_1,NW_010972828.1,31438,31519,-,82,1,117,2,0,1,0,0,0,0,0,1,1,1,0,1,0,7,0,2,0,2,9,2,5
LOC104835484,NW_010972829.1,6718,25956,+,19239,468,317,543,1237,108,28,1030,1053,427,534,15,293,178,567,322,57,161,96,870,213,183,1519,1769,292
WBSCR16,NW_010972831.1,1962,31279,-,29318,1567,734,1105,1162,1566,17,1193,1403,1010,185,463,164,565,436,662,282,1235,968,1223,130,926,771,1226,904
NCF1,NW_010972831.1,32285,41334,-,9050,833,337,542,998,1069,23,895,1038,527,106,126,103,289,263,167,61,342,280,755,81,285,365,636,279
